target,뜻,기존레벨,제안레벨,zipf,조회형,변경
개탄,분하거나 못마땅하게 여겨 한탄함. 또는 그 한탄,3,2,3.01,개탄,Y
너그럽다,마음이 넓고 아량이 있다,1,2,3.01,너그럽다,Y
자신감,"자신이 있다는 느낌, 스스로를 믿는 마음",1,1,5.72,자신,
이유,어떠한 결론이나 결과에 이른 까닭,1,1,5.54,이유,
감사,"고마움을 나타내는 인사, 고맙게 여김",1,1,5.52,감사,
안전,위험이 생기거나 사고가 날 염려가 없는 상태,1,1,5.52,안전,
참여,어떤 일에 끼어들어 관계함,1,1,5.50,참여,
방법,어떤 일을 해 나가거나 목적을 이루기 위하여 취하는 수단이나 방식,1,1,5.49,방법,
준비,미리 마련하여 갖춤,1,1,5.46,준비,
계획,앞으로 할 일의 절차나 방법을 미리 헤아려 정함,1,1,5.43,계획,
결과,어떤 원인으로 결말이 생김,1,1,5.42,결과,
참다,"웃음, 울음, 아픔 따위를 억누르고 견디다",1,1,5.41,참다,
포함,어떤 사물이나 현상 가운데 함께 들어 있거나 함께 넣음,1,1,5.39,포함,
발견,미처 찾아내지 못한 사물이나 사실을 찾아냄,1,1,5.35,발견,
발표,어떤 사실이나 생각을 여러 사람에게 드러내어 알림,1,1,5.33,발표,
기억,지난 일을 잊지 않고 마음속에 간직함,1,1,5.33,기억,
높다,아래에서 위까지의 길이가 길다,1,1,5.32,높다,
선택,여럿 가운데서 필요한 것을 골라 뽑음,1,1,5.26,선택,
기대,어떤 일이 이루어지기를 바라고 기다림,1,1,5.21,기대,
질문,모르거나 의심나는 점을 물음,1,1,5.20,질문,
사고,생각하고 궁리함,1,1,5.19,사고,
관심,어떤 것에 마음이 끌려 주의를 기울임,1,1,5.19,관심,
해당,(주로 다른 명사 앞에 쓰여) 무엇에 관계되는 바로 그것,1,1,5.17,해당,
기회,어떠한 일을 하기에 알맞은 시기나 경우,1,1,5.16,기회,
노력,목적을 이루기 위하여 몸과 마음을 다하여 애를 씀,1,1,5.14,노력,
대화,마주 대하여 이야기를 주고받음,1,1,5.13,대화,
치료,병이나 상처 따위를 잘 다스려 낫게 함,1,1,5.13,치료,
처리,사무나 사건 따위를 절차에 따라 정리하여 치르거나 마무리를 지음,1,1,5.11,처리,
차이,서로 같지 아니하고 다름,1,1,5.10,차이,
광고,상품이나 서비스를 세상에 널리 알림,1,1,5.08,광고,
선거,일정한 조직이나 집단의 대표자를 투표로 뽑는 일,1,1,5.07,선거,
생산,인간 생활에 필요한 물건을 만들어 냄,1,1,5.07,생산,
정리,흐트러지거나 어수선한 것을 한데 모으거나 치움,1,1,5.06,정리,
발전,더 낫고 좋은 상태로 나아감,1,1,5.06,발전,
효과,어떤 목적을 지닌 행위에 의하여 나타나는 보람,1,1,5.05,효과,
분석,얽혀 있거나 복잡한 것을 풀어서 개별적인 요소나 성질로 나눔,1,1,5.04,분석,
변화,"사물의 성질, 모양, 상태 따위가 바뀌어 달라짐",1,1,5.04,변화,
책임감,맡아서 해야 할 일을 끝까지 해내려는 마음,1,1,5.03,책임,
고등,"(주로 명사 앞에 쓰여) 등급이나 수준, 정도 따위가 높음. 또는 그런 정도",1,1,5.02,고등,
고려,생각하고 헤아려 봄,1,1,5.00,고려,
환경,생물에게 직접·간접으로 영향을 주는 자연적 조건,1,1,4.99,환경,
시도,어떤 것을 이루어 보려고 계획하거나 행동함,1,1,4.98,시도,
행사,부려서 씀,1,1,4.97,행사,
약속,다른 사람과 앞으로의 일을 미리 정하여 둠,1,1,4.97,약속,
통합,"여러 개의 기구나 조직, 생각 등을 하나로 합침",1,1,4.96,통합,
소재,어떤 것을 만드는 데 바탕이 되는 재료,1,1,4.94,소재,
비밀,남에게 알리지 않고 숨기는 일,1,1,4.94,비밀,
접근성,"특정 대상이나 정보, 장소에 쉽게 닿거나 다가갈 수 있는 정도",1,1,4.93,접근,
기획,일을 꾀하여 계획함,1,1,4.93,기획,
실패,일을 잘못하여 뜻한 대로 되지 아니함,1,1,4.93,실패,
수행,생각하거나 계획한 대로 일을 해냄,1,1,4.92,수행,
가끔,시간적·공간적 간격이 얼마쯤씩 있게.,1,1,4.92,가끔,
언급,어떤 문제에 대하여 말함.,1,1,4.92,언급,
고민,마음속으로 괴로워하고 애를 태움,1,1,4.92,고민,
요리,여러 재료로 음식을 만듦,1,1,4.92,요리,
투표,선거 따위에서 표에 의사를 표시하여 냄,1,1,4.92,투표,
전통,예로부터 이어져 내려오는 사상이나 관습,1,1,4.92,전통,
수정,바로잡아 고침,1,1,4.91,수정,
사과,자기의 잘못을 인정하고 용서를 빎,1,1,4.91,사과,
포기,하려던 일을 도중에 그만두어 버림,1,1,4.91,포기,
제안,안이나 의견으로 내놓음. 또는 그 안이나 의견,1,1,4.90,제안,
집중,한 가지 일에 모든 힘을 쏟아부음,1,1,4.90,집중,
경험,자신이 실제로 해 보거나 겪어 봄,1,1,4.90,경험,
예약,자리나 방 따위를 미리 약속하여 정함,1,1,4.89,예약,
목표,이루려고 하는 대상이나 수준,1,1,4.88,목표,
상상,실제로 없는 것을 마음속으로 그려 봄,1,1,4.88,상상,
인도,사람으로서 마땅히 지켜야 할 도리.,1,1,4.87,인도,
방문,어떤 사람이나 장소를 찾아가서 봄,1,1,4.86,방문,
도입,"기술, 방법, 물자 따위를 끌어 들임",1,1,4.85,도입,
완성,완전히 다 이룸,1,1,4.85,완성,
조정,어떤 기준이나 실정에 맞게 정돈함,1,1,4.84,조정,
가정,사실이 아니거나 또는 사실인지 아닌지 분명하지 않은 것을 임시로 인정함,1,1,4.83,가정,
원인,어떤 사물이나 상태를 변화시키는 근본이 된 일,1,1,4.83,원인,
지키다,약속이나 규칙 따위를 어기지 아니하고 그대로 하다,1,1,4.83,지키다,
형성,어떤 형상을 이룸,1,1,4.82,형성,
협력,힘을 합하여 서로 도움,1,1,4.82,협력,
권리,어떤 일을 행하거나 타인에 대하여 당연히 요구할 수 있는 힘이나 자격,1,1,4.81,권리,
규칙,여러 사람이 다 같이 지키기로 정한 법칙,1,1,4.81,규칙,
차별,둘 이상의 대상을 차등을 두어 구별함,1,1,4.81,차별,
현상,겉으로 나타나는 직접적이고 감각적인 사실이나 모습,1,1,4.80,현상,
더욱,정도나 수준 따위가 한층 심하거나 높게.,1,1,4.80,더욱,
달성,목적한 것을 이룸,1,1,4.79,달성,
초대,손님을 청하여 부름,1,1,4.79,초대,
작성,"서류, 원고 따위를 만듦",1,1,4.78,작성,
통제,일정한 방침이나 목적에 따라 행위를 제한하거나 제약함,1,1,4.78,통제,
대중,수많은 사람의 무리,1,1,4.78,대중,
실수,조심하지 아니하여 잘못함,1,1,4.78,실수,
차원,사물을 보거나 생각하는 처지. 또는 어떤 생각이나 의견 따위를 이루는 사상이나 학식,1,1,4.77,차원,
상담,문제를 해결하기 위하여 서로 의논함,1,1,4.77,상담,
생성,사물이 생겨남. 또는 사물이 생겨 이루어지게 함,1,1,4.76,생성,
무의식,스스로 자각하지 못하는 마음의 깊은 심연 영역,1,1,4.75,무의식,
개혁,제도나 기구 따위를 새롭게 뜯어고침.,1,1,4.75,개혁,
체제,생기거나 이루어진 틀. 또는 그런 됨됨이. ‘형식01’으로 순화,1,1,4.73,체제,
강제,권력이나 위력(威力)으로 남의 자유의사를 억눌러 원하지 않는 일을 억지로 시킴,1,1,4.72,강제,
부여,"사람에게 권리·명예·임무 따위를 지니도록 해 주거나, 사물이나 일에 가치·의의 따위를 붙",1,1,4.72,부여,
진출,어떤 방면으로 활동 범위나 세력을 넓혀 나아감,1,1,4.72,진출,
돕다,남이 하는 일이 잘되도록 거들거나 힘을 보태다,1,1,4.72,돕다,
발언,말을 꺼내어 의견을 나타냄. 또는 그 말.,1,1,4.71,발언,
활용,충분히 잘 이용함,1,1,4.71,활용,
증명,어떤 사항이나 판단 따위에 대하여 그것이 진실인지 아닌지 증거를 들어서 밝힘,1,1,4.71,증명,
상호,[Ⅰ] [명사] 상대가 되는 이쪽과 저쪽 모두,1,1,4.71,상호,
자원,인간 생활에 이용되는 원료,1,1,4.71,자원,
전환,다른 방향이나 상태로 바뀌거나 바꿈,1,1,4.70,전환,
나누다,즐거움이나 물건 따위를 함께하다,1,1,4.70,나누다,
지시,가리켜 보임,1,1,4.66,지시,
연출,"각본을 바탕으로 배우의 연기, 무대 장치, 의상, 조명 등을 종합적으로 지도하여 작품을 완성하는 일",1,1,4.66,연출,
시각화,보이지 않는 추상적인 것을 일정한 형태로 나타내어 보이게 함,1,1,4.65,시각,
계기,어떤 일이 일어나거나 변화하도록 만드는 결정적인 원인이나 기회,1,1,4.65,계기,
흥미,흥을 느끼는 재미,1,1,4.65,흥미,
보수,고맙게 해 준 데 대하여 보답을 함. 또는 그 보답,1,1,4.64,보수,
구속,행동이나 의사의 자유를 제한하거나 속박함,1,1,4.64,구속,
제기,의견이나 문제를 내어놓음,1,1,4.64,제기,
재활용,못 쓰게 된 것을 손질하여 다시 씀,1,1,4.64,재활용,
반면,뒤에 오는 말이 앞의 내용과 상반됨을 나타내는 말,1,1,4.63,반면,
조성,무엇을 만들어서 이룸,1,1,4.63,조성,
구축,어떤 시설물을 쌓아 올려 만듦,1,1,4.63,구축,
정체,사물이 발전하거나 나아가지 못하고 한자리에 머물러 그침,1,1,4.63,정체,
감동,크게 느끼어 마음이 움직임,1,1,4.63,감동,
단위,"길이, 무게, 수효, 시간 따위의 수량을 수치로 나타낼 때 기초가 되는 일정한 기준. 근",1,1,4.62,단위,
창조,전에 없던 것을 처음으로 만듦,1,1,4.62,창조,
측면,앞뒤에 대하여 왼쪽이나 오른쪽의 면,1,1,4.62,측면,
실력,실제로 갖추고 있는 힘이나 능력,1,1,4.61,실력,
도전,"정면으로 맞서 싸움을 걺, 어려운 일에 나섬",1,1,4.61,도전,
공공,국가나 사회의 구성원에게 두루 관계되는 것,1,1,4.60,공공,
한정,수량이나 범위 따위를 제한하여 정함. 또는 그런 한도,1,1,4.60,한정,
후회,이전의 잘못을 깨닫고 뉘우침,1,1,4.60,후회,
의지,어떤 일이나 목표를 뜻한 대로 실현하려는 단단하고 주체적인 마음,1,1,4.59,의지,
지급,돈이나 물품 따위를 정하여진 몫만큼 내줌.,1,1,4.59,지급,
유형,형상이나 형체가 있음,1,1,4.59,유형,
소통,막히지 아니하고 잘 통함,1,1,4.59,소통,
수단,어떤 목적을 이루기 위한 방법. 또는 그 도구,1,1,4.59,수단,
강조,어떤 부분을 특히 두드러지게 함,1,1,4.58,강조,
손상,"병이 들거나 다침, 또는 품질·가치·명예 따위가 떨어짐",1,1,4.58,손상,
결합,둘 이상의 사물이나 사람이 서로 관계를 맺어 하나가 됨,1,1,4.58,결합,
용기,씩씩하고 굳센 기운,1,1,4.58,용기,
구경,흥미나 관심을 가지고 봄,1,1,4.58,구경,
항목,법률이나 규정 따위의 낱낱의 조항이나 목.,1,1,4.57,항목,
소비,"돈이나 물자, 시간 따위를 들이거나 써서 없앰",1,1,4.56,소비,
순서,정하여진 기준에서 말하는 전후의 차례,1,1,4.56,순서,
참석,모임이나 회의 따위의 자리에 나아감,1,1,4.56,참석,
주기,같은 현상이나 특징이 한 번 나타나고부터 다음번 되풀이되기까지의 기간,1,1,4.55,주기,
인용,남의 말이나 글을 자신의 말이나 글 속에 끌어 씀,1,1,4.55,인용,
연대,여럿이 함께 무슨 일을 하거나 함께 책임을 짐,1,1,4.55,연대,
참조,참고로 비교하고 대조하여 봄,1,1,4.55,참조,
충돌,서로 맞부딪치거나 맞섬,1,1,4.55,충돌,
청소,더럽거나 어지러운 것을 쓸고 닦아서 깨끗하게 함,1,1,4.55,청소,
제어,"감정이나 욕망, 기계 등을 목적에 맞게 조절함",1,1,4.54,제어,
긴장,마음을 조이고 정신을 바짝 차림,1,1,4.54,긴장,
전개,열리어 나타남,1,1,4.53,전개,
핵심적,사물의 본질이나 가장 중심이 되는 것,1,1,4.52,핵심적,
합성,둘 이상의 것을 합쳐서 하나를 이룸,1,1,4.52,합성,
사태,일이 되어 가는 형편이나 상황. 또는 벌어진 일의 상태.,1,1,4.52,사태,
기부,남을 돕기 위하여 돈이나 물건을 대가 없이 내놓음,1,1,4.52,기부,
향상,"실력, 수준, 기술 따위가 나아짐. 또는 나아지게 함",1,1,4.51,향상,
동기,어떤 일이나 행동을 일으키게 하는 계기,1,1,4.51,동기,
오해,그릇되게 해석하거나 뜻을 잘못 앎,1,1,4.51,오해,
관찰,사물이나 현상을 주의하여 자세히 살펴봄,1,1,4.50,관찰,
파악,어떤 대상의 내용이나 본질을 확실하게 이해하여 앎,1,1,4.49,파악,
획득,얻어 내거나 얻어 가짐,1,1,4.49,획득,
성과,이루어 낸 결실. ‘보람’으로 순화,1,1,4.48,성과,
별도,원래의 것에 덧붙여서 추가한 것,1,1,4.47,별도,
임대,돈을 받고 자기의 물건을 남에게 빌려줌,1,1,4.47,임대,
유행,전염병이나 문화 따위가 한동안 사회에 널리 퍼짐,1,1,4.47,유행,
수립,"국가나 정부, 제도, 계획 따위를 이룩하여 세움",1,1,4.46,수립,
신장,세력이나 권리 따위가 늘어남. 또는 늘어나게 함,1,1,4.46,신장,
응원,"호응하여 도와줌, 곁에서 격려함",1,1,4.46,응원,
활성화,기능이 활발해짐. 또는 활발하게 함,1,1,4.45,활성,
선고,법정에서 재판장이 판결을 알림,1,1,4.45,선고,
무지,아는 것이 없음,1,1,4.45,무지,
입력,컴퓨터 등에 문자나 정보를 넣음,1,1,4.45,입력,
투쟁,어떤 대상을 이기거나 극복하기 위한 싸움,1,1,4.45,투쟁,
활성,물질이 에너지나 빛 따위에 의하여 활동이 활발하여지며 반응 속도가 빨라지는 성질,1,1,4.45,활성,
관점,"사물이나 현상을 관찰할 때, 그 사람이 보고 생각하는 태도나 방향 또는 처지",1,1,4.45,관점,
논의,어떤 문제에 대하여 서로 의견을 내어 토의함. 또는 그런 토의,1,1,4.45,논의,
경향,"현상이나 사상, 행동 따위가 어떤 방향으로 기울어짐",1,1,4.45,경향,
예측,미리 헤아려 짐작함,1,1,4.45,예측,
존중,높이어 귀중하게 대함,1,1,4.45,존중,
비상,뜻밖의 긴급한 사태. 또는 이에 대응하기 위하여 신속히 내려지는 명령,1,1,4.44,비상,
갈등,목표나 이해관계가 달라 서로 적대시하거나 충돌함. 또는 마음속에서 상반된 요구가 맞서 괴로워함,1,1,4.44,갈등,
안심,걱정이 없어져 마음을 놓음,1,1,4.44,안심,
압력,누르는 힘,1,1,4.43,압력,
가상,실물처럼 보이는 거짓 형상,1,1,4.43,가상,
운용,무엇을 움직이게 하거나 부리어 씀,1,1,4.43,운용,
분쟁,말썽을 일으키어 시끄럽고 복잡하게 다툼,1,1,4.43,분쟁,
소문,사람들 입에 오르내려 전하여 들리는 말,1,1,4.43,소문,
지불,돈을 내어 줌. 또는 값을 치름.,1,1,4.42,지불,
반영,다른 것에 영향을 받아 어떤 현상이 나타남. 또는 의견 등을 결과에 담아 나타냄,1,1,4.42,반영,
칭찬,좋은 점이나 착하고 훌륭한 일을 높이 평가함,1,1,4.42,칭찬,
용서,지은 죄나 잘못에 대하여 벌하지 아니하고 덮어 줌,1,1,4.42,용서,
평등,권리나 의무 등이 차별 없이 고르고 한결같음,1,1,4.42,평등,
계열,서로 관련이 있거나 유사한 점이 있어서 한 갈래로 이어지는 계통이나 조직,1,1,4.41,계열,
동원,"어떤 목적을 이루기 위해 사람, 물자, 수단 등을 한데 모음",1,1,4.41,동원,
무장,전투에 필요한 장비를 갖춤. 또는 그 장비,1,1,4.40,무장,
제정,제도나 법률 따위를 만들어서 정함,1,1,4.40,제정,
검토,어떤 사실이나 내용을 분석하여 따짐,1,1,4.40,검토,
보급,널리 펴서 많은 사람들에게 골고루 미치게 하여 누리게 함,1,1,4.40,보급,
여론,사회 대중의 공통된 의견,1,1,4.40,여론,
위로,따뜻한 말이나 행동으로 괴로움이나 슬픔을 달래 줌,1,1,4.40,위로,
정착,일정한 곳에 자리를 잡아 붙박이로 있거나 머물러 삶,1,1,4.39,정착,
산책,휴식이나 건강을 위하여 천천히 걷는 일,1,1,4.39,산책,
봉사,국가나 사회 또는 남을 위하여 애써 일함,1,1,4.39,봉사,
출력,"엔진, 발전기 따위가 내는 힘이나 에너지의 양",1,1,4.38,출력,
운행,정하여진 길을 따라 차량 따위를 운전하여 다님,1,1,4.38,운행,
구현,어떤 내용이 구체적인 사실로 나타나게 함,1,1,4.36,구현,
개입,자신과 직접적인 관계가 없는 일에 끼어듦,1,1,4.36,개입,
예방,질병이나 사고 따위가 일어나기 전에 미리 막음,1,1,4.36,예방,
배출,안에서 밖으로 밀어 내보냄,1,1,4.35,배출,
솔직하다,거짓이나 숨김이 없이 바르고 곧다,1,1,4.35,솔직하다,
소원,어떤 일이 이루어지기를 바람,1,1,4.35,소원,
상실,가지고 있거나 누리던 소중한 것의 맥이 끊기거나 잃어버림,1,1,4.34,상실,
실천,생각한 것을 실제 행동으로 옮김,1,1,4.34,실천,
배달,물건을 가져다가 전해 줌,1,1,4.34,배달,
아끼다,물건이나 돈을 함부로 쓰지 아니하다,1,1,4.34,아끼다,
근대,얼마 지나가지 않은 가까운 시대,1,1,4.33,근대,
실현,"꿈, 기대 따위를 실제로 이룸. ‘실제 이루어짐’으로 순화",1,1,4.33,실현,
비치,마련하여 갖추어 둠,1,1,4.33,비치,
이치,사물의 정당한 조리. 또는 도리에 맞는 취지.,1,1,4.33,이치,
고유,본래부터 가지고 있는 특유한 것,1,1,4.33,고유,
진흥,떨치어 일어남. 또는 떨치어 일으킴,1,1,4.33,진흥,
추구,목적을 이룰 때까지 뒤좇아 구함,1,1,4.33,추구,
아쉽다,미련이 남아 서운하다,1,1,4.33,아쉽다,
질서,혼란 없이 순조롭게 이루어지게 하는 차례,1,1,4.33,질서,
취미,전문이 아니라 즐기기 위하여 하는 일,1,1,4.33,취미,
복사,물체로부터 열이나 전자기파가 사방으로 방출됨. 또는 그 열이나 전자기파.,1,1,4.32,복사,
기법,기교와 방법을 아울러 이르는 말,1,1,4.32,기법,
요인,사물이나 사건 등이 성립되는 중요한 원인,1,1,4.31,요인,
우울,마음이 답답하고 활력을 잃어 깊이 침잠하여 슬픈 상태,1,1,4.31,우울,
지향,어떤 목적이나 목표에 뜻을 두고 나아감,1,1,4.31,지향,
이분,둘로 나눔,1,1,4.31,이분,
제휴,행동을 함께하기 위하여 서로 붙들어 도와줌,1,1,4.31,제휴,
주체,어떤 일에 적극적으로 나서서 그 일을 주도하는 쪽,1,1,4.31,주체,
우울하다,근심스럽거나 답답하여 활기가 없다,1,1,4.31,우울하다,
꾸준히,한결같이 부지런하고 끈기 있게,1,1,4.30,꾸준히,
개별성,전체나 보편적인 것과 구별되는 개개인의 고유한 특성,1,1,4.29,개별,
개별,(주로 일부 명사 앞에 쓰여) 여럿 중에서 하나씩 따로 나뉘어 있는 상태,1,1,4.29,개별,
변수,어떤 상황의 가변적 요인,1,1,4.29,변수,
직무,직책이나 직업상에서 책임을 지고 담당하여 맡은 사무. ‘맡은 일’로 순화,1,1,4.29,직무,
장점,좋거나 잘하거나 긍정적인 점,1,1,4.29,장점,
본질,사물이 그 자체가 되게 하는 가장 근본적이고 변하지 않는 성질,1,1,4.28,본질,
변환,달라져서 바뀜. 또는 다르게 하여 바꿈,1,1,4.28,변환,
중복,거듭하거나 겹침,1,1,4.28,중복,
재현,다시 나타남. 또는 다시 나타냄,1,1,4.28,재현,
결심,할 일에 대하여 어떻게 하기로 마음을 굳게 정함,1,1,4.28,결심,
오염,더럽게 물듦,1,1,4.28,오염,
편성,엮어 모아서 책·신문·영화 따위를 만듦,1,1,4.27,편성,
선호,여럿 가운데서 특별히 가려서 좋아함,1,1,4.27,선호,
만세,아주 오랜 세대,1,1,4.27,만세,
비극,인생의 슬프고 애달픈 일을 당하여 불행한 경우를 이르는 말,1,1,4.26,비극,
감지,느끼어 앎,1,1,4.26,감지,
용인,용납하여 인정함,1,1,4.26,용인,
양심,도덕적인 옳고 그름을 스스로 판단하여 마땅히 선을 행하고 악을 멀리하려는 마음,1,1,4.25,양심,
침묵,아무 말도 없이 잠잠히 있음. 또는 그런 상태,1,1,4.25,침묵,
휴식,하던 일을 멈추고 잠깐 쉼,1,1,4.25,휴식,
부처,정부 조직의 부와 처를 아울러 이르는 말,1,1,4.24,부처,
지연,일이나 시간이 예정보다 늦어짐,1,1,4.23,지연,
지연,태어났거나 사는 지역에 의해 맺어지는 인간관계,1,1,4.23,지연,
진술,일이나 상황에 대하여 자세하게 이야기함. 또는 그런 이야기,1,1,4.23,진술,
왜곡,사실이나 진실을 있는 그대로 보지 않고 그릇되게 함,1,1,4.22,왜곡,
공헌,힘을 써 이바지함,1,1,4.22,공헌,
지각,알아서 깨달음. 또는 그런 능력,1,1,4.22,지각,
관측,"육안이나 기계로 자연 현상, 특히 천체나 기상의 상태와 변화 따위를 관찰하여 측정하는 일.",1,1,4.22,관측,
배려,도와주거나 보살펴 주려고 마음을 씀,1,1,4.22,배려,
침착하다,행동이 들뜨지 아니하고 차분하다,1,1,4.22,침착하다,
낭비,시간이나 재물 따위를 헛되이 헤프게 씀,1,1,4.22,낭비,
압도,뛰어난 힘이나 기세로 남을 눌러 꼼짝 못 하게 함,1,1,4.21,압도,
허위,진실이 아닌 것을 진실인 것처럼 꾸민 것.,1,1,4.21,허위,
간주,"상태, 모양, 성질 따위가 그와 같다고 봄. 또는 그렇다고 여김",1,1,4.21,간주,
예의,존경의 뜻을 표하기 위한 말투나 몸가짐,1,1,4.21,예의,
습관,오랫동안 되풀이하여 저절로 몸에 익은 행동,1,1,4.21,습관,
성질,사물이나 현상이 본래 가지고 있는 고유한 특성,1,1,4.20,성질,
침해,침범하여 해를 끼침.,1,1,4.20,침해,
도리,사람이 어떤 입장에서 마땅히 행하여야 할 바른길,1,1,4.20,도리,
조화,서로 잘 어울림,1,1,4.20,조화,
질투,사랑하는 사람이 다른 사람을 좋아하는 것을 지나치게 시기하고 미워함,1,1,4.20,질투,
답답하다,숨이 막힐 듯이 갑갑하다,1,1,4.20,답답하다,
단점,잘못되고 모자라는 점,1,1,4.20,단점,
협약,협상에 의하여 조약을 맺음. 또는 그 조약,1,1,4.19,협약,
지루하다,시간이 오래 걸리거나 같은 상태가 계속되어 따분하다,1,1,4.19,지루하다,
욕심,분수에 넘치게 무엇을 탐내는 마음,1,1,4.19,욕심,
사후,일이 끝난 뒤. 또는 일을 끝낸 뒤.,1,1,4.18,사후,
매입,물건 따위를 사들임.,1,1,4.18,매입,
구사,"말이나 수사법, 기교 따위를 능숙하게 마음대로 부려 씀.",1,1,4.18,구사,
해명,까닭이나 내용을 풀어서 밝힘,1,1,4.18,해명,
이념,이상적인 것으로 여겨지는 생각이나 견해,1,1,4.18,이념,
주석,낱말이나 문장의 뜻을 쉽게 풀이함. 또는 그런 글,1,1,4.17,주석,
반박,"어떤 의견, 주장, 논설 따위에 반대하여 말함",1,1,4.17,반박,
견해,사물이나 현상에 대한 자기의 의견이나 생각,1,1,4.17,견해,
절망,바라볼 것이 없게 되어 모든 희망을 끊어 버림. 또는 그런 상태,1,1,4.17,절망,
정직,마음에 거짓이 없이 바르고 곧음,1,1,4.17,정직,
모형,본뜨기 위한 틀이나 구조,1,1,4.16,모형,
모형,모양이 같은 물건을 만들거나 찍어 내는 틀,1,1,4.16,모형,
분산,갈라져 흩어짐. 또는 그렇게 되게 함,1,1,4.16,분산,
속성,사물의 특징이나 성질,1,1,4.16,속성,
유발,어떤 것이 다른 일을 일어나게 함,1,1,4.16,유발,
신중하다,매우 조심스럽다,1,1,4.16,신중하다,
소감,마음에 느낀 바,1,1,4.16,소감,
위탁,남에게 사물이나 사람의 책임을 맡김,1,1,4.15,위탁,
재고,어떤 일이나 문제 따위에 대하여 다시 생각함.,1,1,4.15,재고,
무단,사전에 허락이 없음. 또는 아무 사유가 없음,1,1,4.15,무단,
연계,어떤 일이나 사람과 관련하여 관계를 맺음. 또는 그 관계.,1,1,4.15,연계,
성립,일이나 관계 따위가 제대로 이루어짐. ‘이루어짐’으로 순화,1,1,4.15,성립,
준수,"전례나 규칙, 명령 따위를 그대로 좇아서 지킴",1,1,4.15,준수,
감수,책망이나 괴로움 따위를 달갑게 받아들임,1,1,4.15,감수,
보편성,시대나 장소를 초월하여 모든 것에 두루 미치거나 통하는 성질,1,1,4.14,보편,
분할,나누어 쪼갬,1,1,4.14,분할,
자율,남의 지배나 구속을 받지 아니하고 자기 스스로의 원칙에 따라 어떤 일을 하는 일. 또,1,1,4.14,자율,
상기,지난 일을 돌이켜 생각하여 냄,1,1,4.14,상기,
화해,다툼질을 그치고 안 좋은 감정을 풀어 없앰,1,1,4.14,화해,
외출,집이나 근무지 따위에서 벗어나 잠시 밖으로 나감,1,1,4.14,외출,
위상,어떤 사물이 다른 사물과의 관계 속에서 가지는 위치나 상태,1,1,4.13,위상,
토대,어떤 사물이나 사업의 밑바탕이 되는 기초,1,1,4.13,토대,
궤도,수레가 지나간 바큇자국이 난 길.,1,1,4.13,궤도,
짐작,사정이나 형편 따위를 어림잡아 헤아림.,1,1,4.13,짐작,
촉구,급하게 재촉하여 요구함,1,1,4.13,촉구,
향수,고향을 그리워하는 마음이나 시름,1,1,4.13,향수,
영양,생명을 유지하고 몸을 자라게 하는 성분,1,1,4.13,영양,
미루다,정한 때를 뒤로 넘기다,1,1,4.13,미루다,
배제,받아들이지 아니하고 물리쳐 제외함,1,1,4.12,배제,
종전,지금보다 이전.,1,1,4.12,종전,
고수,차지한 물건이나 형세 따위를 굳게 지킴.,1,1,4.12,고수,
주류,강물의 원줄기. 또는 사상이나 학술 따위의 주된 경향이나 갈래,1,1,4.12,주류,
개막,공연이나 경기 따위를 시작함,1,1,4.11,개막,
물체,구체적인 형태를 가지고 있는 것,1,1,4.11,물체,
시정,잘못된 것을 바로잡음,1,1,4.11,시정,
해소,어려운 일이나 문제가 되는 상태를 해결하여 없애 버림,1,1,4.11,해소,
예시,예를 들어 보임.,1,1,4.10,예시,
분포,일정한 범위에 흩어져 퍼져 있음,1,1,4.10,분포,
보전,온전하게 보호하여 유지함,1,1,4.10,보전,
선포,세상에 널리 알림,1,1,4.10,선포,
기르다,"습관 따위를 몸에 익게 하다, 보살펴 자라게 하다",1,1,4.10,기르다,
간섭,직접 관계가 없는 남의 일에 부당하게 참견함,1,1,4.09,간섭,
유해,(주로 일부 명사 앞에 쓰여) 해로움이 있음,1,1,4.09,유해,
결함,부족하거나 완전하지 못한 부분,1,1,4.08,결함,
일환,유기적으로 연결된 커다란 전체 계획이나 활동 중의 한 부분,1,1,4.08,일환,
점검,낱낱이 검사함. 또는 그런 검사,1,1,4.08,점검,
욕구,무엇을 얻거나 무슨 일을 하고자 바라는 일,1,1,4.08,욕구,
보충,부족한 것을 보태어 채움,1,1,4.08,보충,
성실하다,정성스럽고 참되다,1,1,4.08,성실하다,
견디다,어려운 상황에 굴복하지 않고 참고 배겨 내다,1,1,4.08,견디다,
잠재적,겉으로 드러나지 않고 속에 숨어 있는 것,1,1,4.07,잠재적,
섭취,좋은 요소를 받아들임,1,1,4.07,섭취,
생략,전체에서 일부를 줄이거나 뺌.,1,1,4.07,생략,
방치,내버려 둠.,1,1,4.07,방치,
잠재,겉으로 드러나지 않고 속에 잠겨 있거나 숨어 있음,1,1,4.07,잠재,
일관성,방법이나 태도가 처음부터 끝까지 변함없이 같은 성질,1,1,4.06,일관,
도모,어떤 일을 이루기 위하여 대책과 방법을 세움,1,1,4.06,도모,
소멸,사라져 없어짐.,1,1,4.06,소멸,
유래,사물이나 일이 생겨남. 또는 그 사물이나 일이 생겨난 바,1,1,4.06,유래,
유연성,상황에 맞게 융통성 있게 대처하는 부드러운 성질,1,1,4.05,유연성,
업적,어떤 사업이나 연구 따위에서 세운 공적,1,1,4.05,업적,
