target,뜻,기존레벨,제안레벨,변경,zipf,토큰,판정근거,검토필요
열람,책이나 문서 따위를 죽 훑어보거나 조사하면서 봄,1,2,1→2,3.59,열람,zipf 3.59 — 보통,
염두,생각의 시초,1,2,1→2,3.68,염두,zipf 3.68 — 보통,
염원,마음에 간절히 생각하고 기원함. 또는 그런 것. ‘바람,1,2,1→2,3.47,염원,zipf 3.47 — 보통,
영양,생명을 유지하고 몸을 자라게 하는 성분,1,2,1→2,4.13,영양,zipf 4.13 — 보통,
영위,일을 꾸려 나감,1,2,1→2,3.41,영위,zipf 3.41 — 보통,
예방,질병이나 사고 따위가 일어나기 전에 미리 막음,1,2,1→2,4.36,예방,zipf 4.36 — 보통,
예습,앞으로 배울 것을 미리 익힘,1,2,1→2,3.12,예습,zipf 3.12 — 보통,
예시,예를 들어 보임.,1,2,1→2,4.10,예시,zipf 4.10 — 보통,
예의,존경의 뜻을 표하기 위한 말투나 몸가짐,1,2,1→2,4.21,예의,zipf 4.21 — 보통,
예지,사물의 이치와 본질을 정확하고 날카롭게 꿰뚫어 보는 신비로운 지혜,3,2,3→2,3.68,예지,zipf 3.68 — 보통,
예측,미리 헤아려 짐작함,1,2,1→2,4.45,예측,zipf 4.45 — 보통,
오염,더럽게 물듦,1,2,1→2,4.28,오염,zipf 4.28 — 보통,
오차,실지로 셈하거나 측정한 값과 이론적으로 정확한 값과의 차이,1,2,1→2,3.57,오차,zipf 3.57 — 보통,
옹호,두둔하고 편들어 지킴,1,2,1→2,3.99,옹호,zipf 3.99 — 보통,
완결,완전하게 끝을 맺음. ‘끝냄’으로 순화,1,2,1→2,3.92,완결,zipf 3.92 — 보통,
완투,야구에서 투수가 한 경기를 끝까지 책임지고 던짐.,2,3,2→3,0.00,완투,빈도표에 없음 → 매우 드묾,
왜곡,사실이나 진실을 있는 그대로 보지 않고 그릇되게 함,1,2,1→2,4.22,왜곡,zipf 4.22 — 보통,
외양,겉으로 보이는 모양,1,2,1→2,3.11,외양,zipf 3.11 — 보통,
외출,집이나 근무지 따위에서 벗어나 잠시 밖으로 나감,1,2,1→2,4.14,외출,zipf 4.14 — 보통,
요구,받아야 할 것을 필요에 의하여 달라고 청함.,2,1,2→1,5.01,요구,zipf 5.01 — 익숙,
요령,일을 하는 데 꼭 필요한 묘한 이치나 방법.,1,2,1→2,3.64,요령,zipf 3.64 — 보통,
요인,사물이나 사건 등이 성립되는 중요한 원인,1,2,1→2,4.31,요인,zipf 4.31 — 보통,
욕구,무엇을 얻거나 무슨 일을 하고자 바라는 일,1,2,1→2,4.08,욕구,zipf 4.08 — 보통,
욕심,분수에 넘치게 무엇을 탐내는 마음,1,2,1→2,4.19,욕심,zipf 4.19 — 보통,
용서,지은 죄나 잘못에 대하여 벌하지 아니하고 덮어 줌,1,2,1→2,4.42,용서,zipf 4.42 — 보통,
용인,용납하여 인정함,1,2,1→2,4.26,용인,zipf 4.26 — 보통,
용적,물건을 담을 수 있는 부피. 혹은 용기 안을 채우는 분량,1,2,1→2,3.20,용적,zipf 3.20 — 보통,
우대,특별히 잘 대우함. 또는 그런 대우.,1,2,1→2,3.89,우대,zipf 3.89 — 보통,
우울,마음이 답답하고 활력을 잃어 깊이 침잠하여 슬픈 상태,1,2,1→2,4.31,우울,zipf 4.31 — 보통,
우월,다른 것보다 나음,1,2,1→2,3.72,우월,zipf 3.72 — 보통,
우월감,남보다 낫다고 여기는 생각이나 느낌,2,3,2→3,0.00,우월감,빈도표에 없음 → 매우 드묾,
우위,다른 사람이나 사물보다 뛰어난 위치나 수준,1,2,1→2,3.89,우위,zipf 3.89 — 보통,
운용,무엇을 움직이게 하거나 부리어 씀,1,2,1→2,4.43,운용,zipf 4.43 — 보통,
운행,정하여진 길을 따라 차량 따위를 운전하여 다님,1,2,1→2,4.38,운행,zipf 4.38 — 보통,
울분,답답하고 분함. 또는 그런 마음,3,2,3→2,3.15,울분,zipf 3.15 — 보통,
원론,근본이 되는 이론. 또는 그런 이론을 기술한 책,1,2,1→2,3.16,원론,zipf 3.16 — 보통,
원천,물이 흘러나오는 근원,1,2,1→2,3.91,원천,zipf 3.91 — 보통,
위계,벼슬의 품계,1,2,1→2,3.45,위계,zipf 3.45 — 보통,
위로,따뜻한 말이나 행동으로 괴로움이나 슬픔을 달래 줌,1,2,1→2,4.40,위로,zipf 4.40 — 보통,
위상,어떤 사물이 다른 사물과의 관계 속에서 가지는 위치나 상태,1,2,1→2,4.13,위상,zipf 4.13 — 보통,
위생,건강에 유익하도록 조건을 갖추거나 깨끗이 하는 일,1,2,1→2,3.89,위생,zipf 3.89 — 보통,
위임,어떤 일을 책임 지워 맡김. 또는 그 책임,1,2,1→2,3.90,위임,zipf 3.90 — 보통,
위증,거짓으로 증명함. 또는 그런 증거,1,2,1→2,3.21,위증,zipf 3.21 — 보통,
위축,마르거나 시들어서 우그러지고 쭈그러듦,1,2,1→2,3.53,위축,zipf 3.53 — 보통,
위탁,남에게 사물이나 사람의 책임을 맡김,1,2,1→2,4.15,위탁,zipf 4.15 — 보통,
유대,끈끈하게 결속되어 서로 밀접하게 연결되어 있음,1,2,1→2,4.01,유대,zipf 4.01 — 보통,
유동,액체 상태의 물질이나 전류 따위가 흘러 움직임,1,2,1→2,3.90,유동,zipf 3.90 — 보통,
유래,사물이나 일이 생겨남. 또는 그 사물이나 일이 생겨난 바,1,2,1→2,4.06,유래,zipf 4.06 — 보통,
유례없이,같거나 비슷한 예가 없이,2,3,2→3,0.00,유례없이,빈도표에 없음 → 매우 드묾,
유망,(일부 명사 앞에 쓰여) 앞으로 잘될 듯한 희망이나 전망이 있음,1,2,1→2,3.43,유망,zipf 3.43 — 보통,
유발,어떤 것이 다른 일을 일어나게 함,1,2,1→2,4.16,유발,zipf 4.16 — 보통,
유예,일을 실행하지 않고 기한을 미루거나 늦춤,3,2,3→2,3.50,유예,zipf 3.50 — 보통,
유익,이롭거나 도움이 될 만한 것이 있음,1,2,1→2,3.74,유익,zipf 3.74 — 보통,
유체,기체와 액체를 아울러 이르는 말.,1,2,1→2,3.72,유체,zipf 3.72 — 보통,
유포,세상에 널리 퍼짐. 또는 세상에 널리 퍼뜨림,1,2,1→2,4.01,유포,zipf 4.01 — 보통,
유해,(주로 일부 명사 앞에 쓰여) 해로움이 있음,1,2,1→2,4.09,유해,zipf 4.09 — 보통,
유행,전염병이나 문화 따위가 한동안 사회에 널리 퍼짐,1,2,1→2,4.47,유행,zipf 4.47 — 보통,
은폐,덮어 감추거나 가리어 숨김,1,2,1→2,3.71,은폐,zipf 3.71 — 보통,
응고,액체 따위가 엉겨서 뭉쳐 딱딱하게 굳어짐,1,2,1→2,3.46,응고,zipf 3.46 — 보통,
응원,"호응하여 도와줌, 곁에서 격려함",1,2,1→2,4.46,응원,zipf 4.46 — 보통,
의거,어떤 사실이나 원리 따위에 근거함,1,2,1→2,3.99,의거,zipf 3.99 — 보통,
의결,의논하여 결정함. 또는 그런 결정.,1,2,1→2,3.86,의결,zipf 3.86 — 보통,
의무,마땅히 해야 할 책무나 일,2,1,2→1,4.59,의무,zipf 4.59 — 익숙,
이견,어떠한 의견에 대한 다른 의견. 또는 서로 다른 의견,1,2,1→2,3.41,이견,zipf 3.41 — 보통,
이념,이상적인 것으로 여겨지는 생각이나 견해,1,2,1→2,4.18,이념,zipf 4.18 — 보통,
이분,둘로 나눔,1,2,1→2,4.31,이분,zipf 4.31 — 보통,
이분법,대상을 서로 완전히 반대되는 두 부분으로 나누는 논리적 구분 방법,3,2,3→2,3.12,이분법,zipf 3.12 — 보통,
이상,생각할 수 있는 범위 안에서 가장 완전하다고 여겨지는 상태,2,1,2→1,5.79,이상,zipf 5.79 — 익숙,
이상적,[관형사] [명사] 생각할 수 있는 범위 안에서 가장 완전하다고 여겨지는,2,3,2→3,0.00,이상적,빈도표에 없음 → 매우 드묾,
이윤,장사 따위를 하여 남은 돈,1,2,1→2,3.66,이윤,zipf 3.66 — 보통,
이질성,서로 바탕이 다른 성질이나 특성,2,3,2→3,0.00,이질성,빈도표에 없음 → 매우 드묾,
이착륙,비행기가 공항에 내리고 다시 떠남,2,3,2→3,0.00,이착륙,빈도표에 없음 → 매우 드묾,
이치,사물의 정당한 조리. 또는 도리에 맞는 취지.,1,2,1→2,4.33,이치,zipf 4.33 — 보통,
이해,이익과 손해를 아울러 이르는 말,2,1,2→1,5.33,이해,zipf 5.33 — 익숙,
인과,원인과 결과를 아울러 이르는 말,1,2,1→2,3.84,인과,zipf 3.84 — 보통,
인과관계,원인과 결과가 서로 유기적으로 물려 작용하는 관계,2,3,2→3,0.00,인과관계,빈도표에 없음 → 매우 드묾,
인내심,괴로움이나 어려움을 참고 견디는 마음,1,2,1→2,3.57,인내심,zipf 3.57 — 보통,
인프라,"생산이나 생활, 혹은 어떤 현상의 기반을 형성하는 중요한 토대",1,2,1→2,3.75,인프라,zipf 3.75 — 보통,
일가,한집에서 사는 가족. 또는 학문·기술·예술 분야에서 독자적인 경지나 체계,1,2,1→2,3.90,일가,zipf 3.90 — 보통,
일시성,영원하지 못하고 아주 잠깐 동안만 머물다 사라지는 성질,2,3,2→3,0.00,일시성,빈도표에 없음 → 매우 드묾,
일환,유기적으로 연결된 커다란 전체 계획이나 활동 중의 한 부분,1,2,1→2,4.08,일환,zipf 4.08 — 보통,
임대,돈을 받고 자기의 물건을 남에게 빌려줌,1,2,1→2,4.47,임대,zipf 4.47 — 보통,
임대인,임대차 계약에 따라 돈을 받고 다른 사람에게 물건을 빌려준 사람. (반),2,3,2→3,0.00,임대인,빈도표에 없음 → 매우 드묾,
임원진,조직이나 단체의 중요한 일을 맡아 처리하는 간부들의 집단,2,3,2→3,0.00,임원진,빈도표에 없음 → 매우 드묾,
입력,컴퓨터 등에 문자나 정보를 넣음,1,2,1→2,4.45,입력,zipf 4.45 — 보통,
입안,어떤 안(案)을 세움. 또는 그 안건,1,2,1→2,3.59,입안,zipf 3.59 — 보통,
입증,증거를 들어서 어떤 사실이나 주장을 증명함,3,2,3→2,4.19,입증,zipf 4.19 — 보통,
자괴감,스스로 부끄럽게 여기는 마음,3,2,3→2,3.12,자괴감,zipf 3.12 — 보통,
자생,자기 자신의 힘으로 살아감,1,2,1→2,3.58,자생,zipf 3.58 — 보통,
자신감,"자신이 있다는 느낌, 스스로를 믿는 마음",1,2,1→2,3.93,자신감,zipf 3.93 — 보통,
자율,남의 지배나 구속을 받지 아니하고 자기 스스로의 원칙에 따라 어떤 일을 ,1,2,1→2,4.14,자율,zipf 4.14 — 보통,
자족,스스로 넉넉함을 느껴 마음의 안정을 얻음,2,3,2→3,0.00,자족,빈도표에 없음 → 매우 드묾,
자질,타고난 성품이나 소질,1,2,1→2,3.74,자질,zipf 3.74 — 보통,
자취,어떤 사물이나 사람이 지나간 뒤에 남겨진 흔적,1,2,1→2,3.84,자취,zipf 3.84 — 보통,
잔재,쓰고 남은 찌꺼기.,1,2,1→2,3.24,잔재,zipf 3.24 — 보통,
잠재,겉으로 드러나지 않고 속에 잠겨 있거나 숨어 있음,1,2,1→2,4.07,잠재,zipf 4.07 — 보통,
장려,좋은 일에 힘쓰도록 북돋아 줌,1,2,1→2,3.77,장려,zipf 3.77 — 보통,
장점,좋거나 잘하거나 긍정적인 점,1,2,1→2,4.29,장점,zipf 4.29 — 보통,
재고,어떤 일이나 문제 따위에 대하여 다시 생각함.,1,2,1→2,4.15,재고,zipf 4.15 — 보통,
재원,재화나 자금이 나올 원천.,1,2,1→2,3.53,재원,zipf 3.53 — 보통,
재현,다시 나타남. 또는 다시 나타냄,1,2,1→2,4.28,재현,zipf 4.28 — 보통,
쟁점,서로 다투는 중심이 되는 점,1,2,1→2,3.51,쟁점,zipf 3.51 — 보통,
저축,절약하여 모아 둠,1,2,1→2,3.80,저축,zipf 3.80 — 보통,
저항성,외부의 압력이나 순응의 요구에 맞서 버텨내는 성질,2,3,2→3,0.00,저항성,빈도표에 없음 → 매우 드묾,
저해,막아서 못하도록 해침,1,2,1→2,3.46,저해,zipf 3.46 — 보통,
적대자,적대적인 관계에 있는 사람,2,3,2→3,0.00,적대자,빈도표에 없음 → 매우 드묾,
적성,어떤 일에 알맞은 성질이나 적응 능력. 또는 그와 같은 소질이나 성격,1,2,1→2,3.57,적성,zipf 3.57 — 보통,
전래,예로부터 전하여 내려옴,1,2,1→2,3.81,전래,zipf 3.81 — 보통,
전무,전혀 없음,1,2,1→2,3.94,전무,zipf 3.94 — 보통,
전승,"문화, 풍속, 제도 따위를 이어받아 계승함. 또는 그것을 물려주어 잇게 ",1,2,1→2,3.65,전승,zipf 3.65 — 보통,
절감,아끼어 줄임,1,2,1→2,3.72,절감,zipf 3.72 — 보통,
절망,바라볼 것이 없게 되어 모든 희망을 끊어 버림. 또는 그런 상태,1,2,1→2,4.17,절망,zipf 4.17 — 보통,
절약,함부로 쓰지 아니하고 꼭 필요한 데에만 써서 아낌,1,2,1→2,3.80,절약,zipf 3.80 — 보통,
절정,산의 맨 꼭대기. 또는 사물의 진행이나 발전이 최고의 경지에 달한 상태,1,2,1→2,3.84,절정,zipf 3.84 — 보통,
절차,일을 치르는 데 거쳐야 하는 순서나 방법,2,1,2→1,4.54,절차,zipf 4.54 — 익숙,
절충,"서로 다른 사물이나 의견, 관점 따위를 알맞게 조절하여 서로 잘 어울리게",1,2,1→2,3.27,절충,zipf 3.27 — 보통,
점검,낱낱이 검사함. 또는 그런 검사,1,2,1→2,4.08,점검,zipf 4.08 — 보통,
점화,불을 붙이거나 켬,1,2,1→2,3.38,점화,zipf 3.38 — 보통,
접근,가까이 다가감,2,1,2→1,4.93,접근,zipf 4.93 — 익숙,
정렬,가지런하게 줄지어 늘어섬. 또는 그렇게 늘어서게 함. ‘가지런히 함’으로,1,2,1→2,3.97,정렬,zipf 3.97 — 보통,
정밀,(주로 일부 명사 앞에 쓰여) 아주 정교하고 치밀하여 빈틈이 없고 자세함,1,2,1→2,4.05,정밀,zipf 4.05 — 보통,
정수,사물의 중심이 되는 골자 또는 요점,1,2,1→2,3.91,정수,zipf 3.91 — 보통,
정직,마음에 거짓이 없이 바르고 곧음,1,2,1→2,4.17,정직,zipf 4.17 — 보통,
정착,일정한 곳에 자리를 잡아 붙박이로 있거나 머물러 삶,1,2,1→2,4.39,정착,zipf 4.39 — 보통,
제공,무엇을 내주거나 갖다 바침,2,1,2→1,5.10,제공,zipf 5.10 — 익숙,
제동,기계나 자동차 따위의 운동을 멈추게 함,1,2,1→2,3.64,제동,zipf 3.64 — 보통,
제정,제도나 법률 따위를 만들어서 정함,1,2,1→2,4.40,제정,zipf 4.40 — 보통,
제휴,행동을 함께하기 위하여 서로 붙들어 도와줌,1,2,1→2,4.31,제휴,zipf 4.31 — 보통,
조달,"자금이나 물자 따위를 대어 줌. ‘대어 줌’, ‘마련함’으로 순화",1,2,1→2,3.95,조달,zipf 3.95 — 보통,
조롱,비웃거나 깔보면서 놀림,1,2,1→2,3.84,조롱,zipf 3.84 — 보통,
조사,사물의 내용을 명확히 알기 위하여 자세히 살펴봄,2,1,2→1,5.28,조사,zipf 5.28 — 익숙,
조소,흉을 보듯이 빈정거리거나 업신여기며 웃음. 또는 그렇게 웃는 웃음,3,2,3→2,3.21,조소,zipf 3.21 — 보통,
조장,바람직하지 않은 일을 더 심해지도록 부추김,1,2,1→2,3.87,조장,zipf 3.87 — 보통,
조화,서로 잘 어울림,1,2,1→2,4.20,조화,zipf 4.20 — 보통,
족보,한 가문의 계통과 혈통 관계를 적어 기록한 책,1,2,1→2,3.77,족보,zipf 3.77 — 보통,
존속,어떤 대상이 그대로 있거나 어떤 현상이 계속됨,1,2,1→2,3.59,존속,zipf 3.59 — 보통,
존중,높이어 귀중하게 대함,1,2,1→2,4.45,존중,zipf 4.45 — 보통,
종속,주된 것에 딸려 붙거나 그 지배를 받음,3,2,3→2,3.69,종속,zipf 3.69 — 보통,
종용,잘 설득하고 달래어 권함,1,2,1→2,3.32,종용,zipf 3.32 — 보통,
종전,지금보다 이전.,1,2,1→2,4.12,종전,zipf 4.12 — 보통,
종합,여러 가지를 한데 모아 합침,2,1,2→1,4.96,종합,zipf 4.96 — 익숙,
좌절,마음이나 기운이 꺾임. 또는 어떠한 계획이나 일이 도중에 실패로 돌아감,1,2,1→2,4.02,좌절,zipf 4.02 — 보통,
주눅,기운을 제대로 펴지 못하고 움츠러드는 태도나 성질,2,3,2→3,0.00,주눅,빈도표에 없음 → 매우 드묾,
주류,강물의 원줄기. 또는 사상이나 학술 따위의 주된 경향이나 갈래,1,2,1→2,4.12,주류,zipf 4.12 — 보통,
주석,낱말이나 문장의 뜻을 쉽게 풀이함. 또는 그런 글,1,2,1→2,4.17,주석,zipf 4.17 — 보통,
주체,어떤 일에 적극적으로 나서서 그 일을 주도하는 쪽,1,2,1→2,4.31,주체,zipf 4.31 — 보통,
준거,사물의 정도나 성격 따위를 알기 위한 근거나 기준,1,2,1→2,3.53,준거,zipf 3.53 — 보통,
준수,"전례나 규칙, 명령 따위를 그대로 좇아서 지킴",1,2,1→2,4.15,준수,zipf 4.15 — 보통,
중남부,중부 지방과 남부 지방을 아울러 이르는 말,2,3,2→3,0.00,중남부,빈도표에 없음 → 매우 드묾,
중복,거듭하거나 겹침,1,2,1→2,4.28,중복,zipf 4.28 — 보통,
중시,가볍게 여길 수 없을 만큼 매우 크고 중요하게 여김.,1,2,1→2,3.98,중시,zipf 3.98 — 보통,
중재,분쟁에 끼어들어 쌍방을 화해시킴,1,2,1→2,3.95,중재,zipf 3.95 — 보통,
중첩,거듭 겹치거나 포개어짐.,1,2,1→2,3.46,중첩,zipf 3.46 — 보통,
증진,기운이나 세력 따위가 점점 더 늘어 가고 나아감,1,2,1→2,3.98,증진,zipf 3.98 — 보통,
지각,알아서 깨달음. 또는 그런 능력,1,2,1→2,4.22,지각,zipf 4.22 — 보통,
지도자,어떤 단체나 조직을 이끄는 사람,2,1,2→1,4.60,지도자,zipf 4.60 — 익숙,
지불,돈을 내어 줌. 또는 값을 치름.,1,2,1→2,4.42,지불,zipf 4.42 — 보통,
지속,어떤 상태가 오래 계속됨. 또는 어떤 상태를,2,1,2→1,4.78,지속,zipf 4.78 — 익숙,
지적,허물이나 잘못 따위를 꼭 집어 말함,2,1,2→1,4.75,지적,zipf 4.75 — 익숙,
지체,때를 늦추거나 질질 끎,1,2,1→2,4.00,지체,zipf 4.00 — 보통,
지평,사물이나 사상을 바라보고 이해하는 인식의 범위나 새로운 경계,3,2,3→2,3.53,지평,zipf 3.53 — 보통,
지향,어떤 목적이나 목표에 뜻을 두고 나아감,1,2,1→2,4.31,지향,zipf 4.31 — 보통,
직무,직책이나 직업상에서 책임을 지고 담당하여 맡은 사무. ‘맡은 일’로 순화,1,2,1→2,4.29,직무,zipf 4.29 — 보통,
진부,"사상, 표현, 행동 등이 새롭지 못하고 낡음",1,2,1→2,3.49,진부,zipf 3.49 — 보통,
진술,일이나 상황에 대하여 자세하게 이야기함. 또는 그런 이야기,1,2,1→2,4.23,진술,zipf 4.23 — 보통,
진화,상황의 요구에 맞게 점차 더 완숙하고 다채로운 방향으로 발전함,2,1,2→1,4.58,진화,zipf 4.58 — 익숙,
진흥,떨치어 일어남. 또는 떨치어 일으킴,1,2,1→2,4.33,진흥,zipf 4.33 — 보통,
질서,혼란 없이 순조롭게 이루어지게 하는 차례,1,2,1→2,4.33,질서,zipf 4.33 — 보통,
질투,사랑하는 사람이 다른 사람을 좋아하는 것을 지나치게 시기하고 미워함,1,2,1→2,4.20,질투,zipf 4.20 — 보통,
짐작,사정이나 형편 따위를 어림잡아 헤아림.,1,2,1→2,4.13,짐작,zipf 4.13 — 보통,
집결,한군데로 모이거나 모여 뭉침. 또는 한군데로 모으거나 모아 뭉치게 함,1,2,1→2,3.63,집결,zipf 3.63 — 보통,
집약,한데 모아서 요약함,1,2,1→2,3.31,집약,zipf 3.31 — 보통,
집필,"붓을 잡는다는 뜻으로, 직접 글을 쓰는 것을 이르는 말",1,2,1→2,3.86,집필,zipf 3.86 — 보통,
집합,사람들을 한곳으로 모으거나 모임,1,2,1→2,3.97,집합,zipf 3.97 — 보통,
징수,"나라, 공공 단체, 지주 등이 돈, 곡식, 물품 따위를 거두어들임.",1,2,1→2,3.72,징수,zipf 3.72 — 보통,
차용,돈이나 물건 따위를 빌려서 씀,1,2,1→2,3.49,차용,zipf 3.49 — 보통,
착안,어떤 일을 해결하기 위한 실마리나 아이디어를 잡음,3,2,3→2,3.34,착안,zipf 3.34 — 보통,
참회,자신이 과거에 지은 잘못이나 죄를 가슴 깊이 뉘우치며 돌이켜 반성함,3,2,3→2,3.34,참회,zipf 3.34 — 보통,
창건,건물이나 조직체 따위를 처음으로 세우거나 만듦,1,2,1→2,3.37,창건,zipf 3.37 — 보통,
창의,새로운 의견을 생각하여 냄. 또는 그 의견,1,2,1→2,4.02,창의,zipf 4.02 — 보통,
창출,전에 없던 것을 처음으로 생각하여 지어내거나 만들어 냄. ‘새로 만듦’으,1,2,1→2,3.88,창출,zipf 3.88 — 보통,
책임감,맡아서 해야 할 일을 끝까지 해내려는 마음,1,2,1→2,3.63,책임감,zipf 3.63 — 보통,
처사,일을 처리함. 또는 그런 처리,1,2,1→2,3.32,처사,zipf 3.32 — 보통,
처신,세상을 살아가는 데 가져야 할 몸가짐이나 행동.,1,2,1→2,3.28,처신,zipf 3.28 — 보통,
처지,처하여 있는 사정이나 형편,1,2,1→2,4.03,처지,zipf 4.03 — 보통,
척결,나쁜 부분이나 요소들을 깨끗이 없애 버림,1,2,1→2,3.36,척결,zipf 3.36 — 보통,
척도,평가하거나 측정할 때 의거할 기준,1,2,1→2,3.67,척도,zipf 3.67 — 보통,
천체,"우주에 존재하는 모든 물체. 항성, 행성, 위성, 혜성, 성단, 성운, ",1,2,1→2,3.56,천체,zipf 3.56 — 보통,
철회,이미 제출하였던 것이나 주장하였던 것을 다시 회수하거나 번복함.,1,2,1→2,4.03,철회,zipf 4.03 — 보통,
첨단,시대의 사조나 유행 따위의 맨 앞장,1,2,1→2,3.98,첨단,zipf 3.98 — 보통,
체화,"지식, 철학, 혹은 가치 등을 몸에 배어 온전히 자기 것으로 만듦",2,3,2→3,0.00,체화,빈도표에 없음 → 매우 드묾,
초월,현실적이고 감각적인 한계를 뛰어넘어 더 높은 차원의 세계나 경지로 나아감,3,2,3→2,4.04,초월,zipf 4.04 — 보통,
촉구,급하게 재촉하여 요구함,1,2,1→2,4.13,촉구,zipf 4.13 — 보통,
촉매,어떤 일을 유도하거나 변화시키는 계기가 되는 것. 화학 반응의 속도를 변,1,2,1→2,3.48,촉매,zipf 3.48 — 보통,
총체,있는 것들을 모두 하나로 합친 전부 또는 전체,1,2,1→2,3.69,총체,zipf 3.69 — 보통,
추격자,뒤를 쫓아가는 사람이나 집단,2,3,2→3,0.00,추격자,빈도표에 없음 → 매우 드묾,
추구,목적을 이룰 때까지 뒤좇아 구함,1,2,1→2,4.33,추구,zipf 4.33 — 보통,
추론,미루어 생각하여 논함,1,2,1→2,3.67,추론,zipf 3.67 — 보통,
추리,알고 있는 것을 바탕으로 알지 못하는 것을 미루어서 생각함,1,2,1→2,3.95,추리,zipf 3.95 — 보통,
추상화,생생한 개별 사실들로부터 일반적이고 관념적인 개념을 뽑아내어 표현함,2,3,2→3,0.00,추상화,빈도표에 없음 → 매우 드묾,
추세,어떤 현상이 일정한 방향으로 나아가는 경향,1,2,1→2,3.88,추세,zipf 3.88 — 보통,
추정,미루어 생각하여 판정함,2,1,2→1,4.52,추정,zipf 4.52 — 익숙,
추종,남의 뒤를 따라서 좇음.,1,2,1→2,3.80,추종,zipf 3.80 — 보통,
추진,목적을 이루기 위하여 일을 밀고 나감,2,1,2→1,4.74,추진,zipf 4.74 — 익숙,
추출,"전체 속에서 어떤 물건, 생각, 요소 따위를 뽑아냄",1,2,1→2,3.98,추출,zipf 3.98 — 보통,
출력,"엔진, 발전기 따위가 내는 힘이나 에너지의 양",1,2,1→2,4.38,출력,zipf 4.38 — 보통,
출현,나타나거나 또는 나타나서 보임,1,2,1→2,4.01,출현,zipf 4.01 — 보통,
충고,남의 결함이나 잘못을 진심으로 타이름,1,2,1→2,3.79,충고,zipf 3.79 — 보통,
충당,모자라는 것을 채워 메움,1,2,1→2,3.58,충당,zipf 3.58 — 보통,
취미,전문이 아니라 즐기기 위하여 하는 일,1,2,1→2,4.33,취미,zipf 4.33 — 보통,
취지,어떤 일의 근본이 되는 목적이나 긴요한 뜻.,1,2,1→2,4.02,취지,zipf 4.02 — 보통,
측정,일정한 양을 도구로 재어 수치화함,2,1,2→1,4.58,측정,zipf 4.58 — 익숙,
측정치,측정하여 얻은 값.,2,3,2→3,0.00,측정치,빈도표에 없음 → 매우 드묾,
치열,기세나 세력 따위가 불길같이 맹렬함,1,2,1→2,3.98,치열,zipf 3.98 — 보통,
침략,정당한 이유 없이 남의 나라에 쳐들어감,1,2,1→2,3.96,침략,zipf 3.96 — 보통,
침묵,아무 말도 없이 잠잠히 있음. 또는 그런 상태,1,2,1→2,4.25,침묵,zipf 4.25 — 보통,
침해,침범하여 해를 끼침.,1,2,1→2,4.20,침해,zipf 4.20 — 보통,
칭찬,좋은 점이나 착하고 훌륭한 일을 높이 평가함,1,2,1→2,4.42,칭찬,zipf 4.42 — 보통,
쾌감,상쾌하고 즐거운 느낌,1,2,1→2,3.46,쾌감,zipf 3.46 — 보통,
탐색,드러나지 않은 사물이나 현상 따위를 찾아내거나 밝히기 위하여 살피어 찾음,1,2,1→2,3.94,탐색,zipf 3.94 — 보통,
탐지,드러나지 않은 사실이나 물건 따위를 더듬어 찾아 알아냄,1,2,1→2,4.05,탐지,zipf 4.05 — 보통,
태동,어떤 일이 생기려는 기운이 싹틈,1,2,1→2,3.21,태동,zipf 3.21 — 보통,
터전,집터가 되는 땅,1,2,1→2,3.39,터전,zipf 3.39 — 보통,
토대,어떤 사물이나 사업의 밑바탕이 되는 기초,1,2,1→2,4.13,토대,zipf 4.13 — 보통,
통념,일반적으로 널리 통하는 개념,1,2,1→2,3.37,통념,zipf 3.37 — 보통,
통용,일반적으로 두루 씀,1,2,1→2,3.57,통용,zipf 3.57 — 보통,
통찰,사물이나 현상의 이면을 정확하고 날카롭게 꿰뚫어 봄,3,2,3→2,3.27,통찰,zipf 3.27 — 보통,
투입,필요한 곳에 사람이나 물자 따위를 넣어 씀,2,1,2→1,4.50,투입,zipf 4.50 — 익숙,
투쟁,어떤 대상을 이기거나 극복하기 위한 싸움,1,2,1→2,4.45,투쟁,zipf 4.45 — 보통,
투항,적에게 항복함,1,2,1→2,3.34,투항,zipf 3.34 — 보통,
특기,남이 가지지 못한 특별한 기술이나 기능,1,2,1→2,3.85,특기,zipf 3.85 — 보통,
파문,수면에 이는 물결.,1,2,1→2,3.74,파문,zipf 3.74 — 보통,
파생,사물이 어떤 근원으로부터 갈려 나와 생김,1,2,1→2,3.83,파생,zipf 3.83 — 보통,
파악,어떤 대상의 내용이나 본질을 확실하게 이해하여 앎,1,2,1→2,4.49,파악,zipf 4.49 — 보통,
판도,한 나라의 영토. 또는 어떤 세력이 미치는 영역이나 범위,1,2,1→2,3.43,판도,zipf 3.43 — 보통,
패권주의,강대한 군사력을 배경으로 세계를 지배하려는 제국주의 정책,2,3,2→3,0.00,패권주의,빈도표에 없음 → 매우 드묾,
패러다임,어떤 한 시대 사람들의 사고를 근본적으로 규정하는 인식의 틀,3,2,3→2,3.48,패러다임,zipf 3.48 — 보통,
편성,엮어 모아서 책·신문·영화 따위를 만듦,1,2,1→2,4.27,편성,zipf 4.27 — 보통,
편중,한쪽으로 쏠리거나 치우침,2,3,2→3,0.00,편중,빈도표에 없음 → 매우 드묾,
